model,seed,regime,k,zmid_m,sigma_T,sigma_S,rmse_T,rmse_S,floor_T,floor_S,n
A_CRPS,42,complement,27,741.9911521140331,0.30563485164219195,0.025752311929903647,0.30563485164219195,0.025752311929903647,False,False,383
A_CRPS,42,complement,28,861.7602376512325,0.22759401800825985,0.02,0.22759401800825985,0.012975956371897822,False,True,383
A_CRPS,42,complement,29,962.4660312625703,0.18540813443363732,0.02,0.18540813443363732,0.011436923571316149,False,True,383
A_CRPS,42,complement,30,1061.8371484711388,0.16164516270293622,0.02,0.16164516270293622,0.01130966244201129,False,True,383
A_CRPS,42,complement,31,1192.2491621086228,0.1244113106724407,0.02,0.1244113106724407,0.010524880364174477,False,True,383
A_CRPS,42,complement,32,1963.265144121478,0.05,0.02,0.04173073919503423,0.009938414782480493,True,True,383
A_CRPS,42,complement,33,2791.480209178727,,,,,False,False,0
A_CRPS,42,complement,34,2927.8273667435824,,,,,False,False,0
A_CRPS,42,complement,35,2927.827385917402,,,,,False,False,0
A_CRPS,42,complement,36,2927.827385917402,,,,,False,False,0
A_CRPS,42,complement,37,2927.827385917402,,,,,False,False,0
A_CRPS,42,complement,38,2927.8273859174024,,,,,False,False,0
A_CRPS,42,complement,39,2927.8273859174024,,,,,False,False,0
A_CRPS,42,complement,40,2927.8273859174024,,,,,False,False,0
A_CRPS,43,all,0,0.5,1.0571912559949874,0.5893039927887379,1.0571912559949874,0.5893039927887379,False,False,623
A_CRPS,43,all,1,1.900000039835305,1.055977763484181,0.5887211456464765,1.055977763484181,0.5887211456464765,False,False,623
A_CRPS,43,all,2,4.420000051785896,1.0470485300653865,0.5201661335701648,1.0470485300653865,0.5201661335701648,False,False,623
A_CRPS,43,all,3,8.379999928296451,1.0512543762456104,0.4312041393795087,1.0512543762456104,0.4312041393795087,False,False,623
A_CRPS,43,all,4,13.184999737086988,1.0576408711661438,0.37184390851553434,1.0576408711661438,0.37184390851553434,False,False,623
A_CRPS,43,all,5,18.554999609614015,1.069362441577048,0.3112256217039368,1.069362441577048,0.3112256217039368,False,False,623
A_CRPS,43,all,6,24.894999514009285,1.109031263038361,0.24666374780390196,1.109031263038361,0.24666374780390196,False,False,623
A_CRPS,43,all,7,32.329999450272794,1.1848589959822102,0.2165008898723834,1.1848589959822102,0.2165008898723834,False,False,623
A_CRPS,43,all,8,40.329999450272794,1.2552255497889908,0.20146185908906908,1.2552255497889908,0.20146185908906908,False,False,623
A_CRPS,43,all,9,48.329999450272794,1.2678502392902564,0.1908236147896936,1.2678502392902564,0.1908236147896936,False,False,623
A_CRPS,43,all,10,56.329999450272794,1.27535971678524,0.1835429286523816,1.27535971678524,0.1835429286523816,False,False,623
A_CRPS,43,all,11,64.3299994502728,1.2890418312684966,0.1763702927503832,1.2890418312684966,0.1763702927503832,False,False,623
A_CRPS,43,all,12,72.3299994502728,1.3026361167117568,0.17277951876615705,1.3026361167117568,0.17277951876615705,False,False,623
A_CRPS,43,all,13,80.3299994502728,1.3085161452852412,0.16832322757485135,1.3085161452852412,0.16832322757485135,False,False,623
A_CRPS,43,all,14,88.3299994502728,1.2896416637635313,0.16453644561143463,1.2896416637635313,0.16453644561143463,False,False,623
A_CRPS,43,all,15,96.3299994502728,1.2750680604542,0.1657701920184733,1.2750680604542,0.1657701920184733,False,False,623
A_CRPS,43,all,16,104.3299994502728,1.2542907772497913,0.1694587972997232,1.2542907772497913,0.1694587972997232,False,False,623
A_CRPS,43,all,17,112.41128312438389,1.2397396179663498,0.16963857245954736,1.2397396179663498,0.16963857245954736,False,False,623
A_CRPS,43,all,18,124.0181019371289,1.1979189257028038,0.16936934866218042,1.1979189257028038,0.16936934866218042,False,False,623
A_CRPS,43,all,19,138.33536150362164,1.1363120860390572,0.17120226263831112,1.1363120860390572,0.17120226263831112,False,False,623
A_CRPS,43,all,20,157.18840503599694,1.0856007684642879,0.16508506407570586,1.0856007684642879,0.16508506407570586,False,False,623
A_CRPS,43,all,21,198.628367477501,1.0053959233690555,0.13977785498432166,1.0053959233690555,0.13977785498432166,False,False,623
A_CRPS,43,all,22,256.89684052475667,0.8859739986673743,0.13197254472292902,0.8859739986673743,0.13197254472292902,False,False,623
A_CRPS,43,all,23,323.7307751056255,0.7904436053173757,0.12290366868891951,0.7904436053173757,0.12290366868891951,False,False,623
A_CRPS,43,all,24,420.3034332854247,0.6812279599315305,0.10242082760997162,0.6812279599315305,0.10242082760997162,False,False,623
A_CRPS,43,all,25,527.207848736849,0.5691658743406818,0.07830050835304839,0.5691658743406818,0.07830050835304839,False,False,623
A_CRPS,43,all,26,625.15220607476,0.4444258139947439,0.051944759500063976,0.4444258139947439,0.051944759500063976,False,False,623
