lon,lat,date,analysis_date,n_z_valid_T,dataset
-93.482582,21.040581,2025-04-14,20250412,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250412,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250412,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250412,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250412,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250412,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250412,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250412,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250412,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250412,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250412,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250412,40,qcobs_profile_orig
-96.150047,20.304569,2025-04-09,20250413,36,qcobs_profile_orig
-89.434372,27.691879,2025-04-09,20250413,34,qcobs_profile_orig
-87.527924,26.980850,2025-04-09,20250413,41,qcobs_profile_orig
-87.164520,27.536131,2025-04-09,20250413,41,qcobs_profile_orig
-93.718323,20.993950,2025-04-09,20250413,41,qcobs_profile_orig
-89.538849,25.387991,2025-04-09,20250413,41,qcobs_profile_orig
-87.134911,27.490780,2025-04-09,20250413,38,qcobs_profile_orig
-91.009399,24.633900,2025-04-09,20250413,39,qcobs_profile_orig
-93.362694,24.440310,2025-04-10,20250413,41,qcobs_profile_orig
-82.207497,18.184530,2025-04-10,20250413,41,qcobs_profile_orig
-85.307869,19.529989,2025-04-10,20250413,41,qcobs_profile_orig
-94.644096,19.612970,2025-04-11,20250413,40,qcobs_profile_orig
-89.356934,28.144609,2025-04-11,20250413,32,qcobs_profile_orig
-81.604599,23.397369,2025-04-11,20250413,35,qcobs_profile_orig
-84.233353,24.004049,2025-04-11,20250413,41,qcobs_profile_orig
-91.395081,27.021090,2025-04-11,20250413,38,qcobs_profile_orig
-80.563019,23.776011,2025-04-11,20250413,31,qcobs_profile_orig
-84.273308,24.600180,2025-04-11,20250413,40,qcobs_profile_orig
-89.780121,27.375160,2025-04-12,20250413,38,qcobs_profile_orig
-84.581757,24.986919,2025-04-12,20250413,40,qcobs_profile_orig
-87.222618,26.169300,2025-04-12,20250413,41,qcobs_profile_orig
-88.298943,25.161551,2025-04-12,20250413,41,qcobs_profile_orig
-87.985023,26.174879,2025-04-12,20250413,41,qcobs_profile_orig
-96.173157,24.758949,2025-04-12,20250413,34,qcobs_profile_orig
-87.758003,27.129459,2025-04-13,20250413,41,qcobs_profile_orig
-91.410179,25.903641,2025-04-13,20250413,41,qcobs_profile_orig
-84.412102,23.633511,2025-04-13,20250413,41,qcobs_profile_orig
-96.182640,23.217449,2025-04-13,20250413,41,qcobs_profile_orig
-87.054619,28.101191,2025-04-13,20250413,41,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250413,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250413,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250413,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250413,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250413,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250413,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250413,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250413,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250413,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250413,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250413,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250413,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250413,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250413,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250413,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250413,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250413,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250413,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250413,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250413,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250413,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250413,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250413,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250413,32,qcobs_profile_orig
-93.362694,24.440310,2025-04-10,20250414,41,qcobs_profile_orig
-82.207497,18.184530,2025-04-10,20250414,41,qcobs_profile_orig
-85.307869,19.529989,2025-04-10,20250414,41,qcobs_profile_orig
-94.644096,19.612970,2025-04-11,20250414,40,qcobs_profile_orig
-89.356934,28.144609,2025-04-11,20250414,32,qcobs_profile_orig
-81.604599,23.397369,2025-04-11,20250414,35,qcobs_profile_orig
-84.233353,24.004049,2025-04-11,20250414,41,qcobs_profile_orig
-91.395081,27.021090,2025-04-11,20250414,38,qcobs_profile_orig
-80.563019,23.776011,2025-04-11,20250414,31,qcobs_profile_orig
-84.273308,24.600180,2025-04-11,20250414,40,qcobs_profile_orig
-89.780121,27.375160,2025-04-12,20250414,38,qcobs_profile_orig
-84.581757,24.986919,2025-04-12,20250414,40,qcobs_profile_orig
-87.222618,26.169300,2025-04-12,20250414,41,qcobs_profile_orig
-88.298943,25.161551,2025-04-12,20250414,41,qcobs_profile_orig
-87.985023,26.174879,2025-04-12,20250414,41,qcobs_profile_orig
-96.173157,24.758949,2025-04-12,20250414,34,qcobs_profile_orig
-87.758003,27.129459,2025-04-13,20250414,41,qcobs_profile_orig
-91.410179,25.903641,2025-04-13,20250414,41,qcobs_profile_orig
-84.412102,23.633511,2025-04-13,20250414,41,qcobs_profile_orig
-96.182640,23.217449,2025-04-13,20250414,41,qcobs_profile_orig
-87.054619,28.101191,2025-04-13,20250414,41,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250414,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250414,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250414,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250414,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250414,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250414,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250414,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250414,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250414,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250414,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250414,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250414,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250414,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250414,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250414,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250414,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250414,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250414,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250414,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250414,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250414,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250414,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250414,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250414,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250414,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250414,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250414,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250414,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250414,41,qcobs_profile_orig
-94.644096,19.612970,2025-04-11,20250415,40,qcobs_profile_orig
-89.356934,28.144609,2025-04-11,20250415,32,qcobs_profile_orig
-81.604599,23.397369,2025-04-11,20250415,35,qcobs_profile_orig
-84.233353,24.004049,2025-04-11,20250415,41,qcobs_profile_orig
-91.395081,27.021090,2025-04-11,20250415,38,qcobs_profile_orig
-80.563019,23.776011,2025-04-11,20250415,31,qcobs_profile_orig
-84.273308,24.600180,2025-04-11,20250415,40,qcobs_profile_orig
-89.780121,27.375160,2025-04-12,20250415,38,qcobs_profile_orig
-84.581757,24.986919,2025-04-12,20250415,40,qcobs_profile_orig
-87.222618,26.169300,2025-04-12,20250415,41,qcobs_profile_orig
-88.298943,25.161551,2025-04-12,20250415,41,qcobs_profile_orig
-87.985023,26.174879,2025-04-12,20250415,41,qcobs_profile_orig
-96.173157,24.758949,2025-04-12,20250415,34,qcobs_profile_orig
-87.758003,27.129459,2025-04-13,20250415,41,qcobs_profile_orig
-91.410179,25.903641,2025-04-13,20250415,41,qcobs_profile_orig
-84.412102,23.633511,2025-04-13,20250415,41,qcobs_profile_orig
-96.182640,23.217449,2025-04-13,20250415,41,qcobs_profile_orig
-87.054619,28.101191,2025-04-13,20250415,41,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250415,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250415,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250415,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250415,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250415,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250415,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250415,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250415,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250415,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250415,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250415,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250415,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250415,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250415,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250415,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250415,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250415,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250415,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250415,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250415,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250415,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250415,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250415,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250415,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250415,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250415,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250415,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250415,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250415,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250415,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250415,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250415,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250415,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250415,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250415,41,qcobs_profile_orig
-89.782867,25.019770,2025-04-19,20250415,41,qcobs_profile_orig
-87.994362,27.045080,2025-04-19,20250415,38,qcobs_profile_orig
-90.681602,25.484400,2025-04-19,20250415,39,qcobs_profile_orig
-89.780121,27.375160,2025-04-12,20250416,38,qcobs_profile_orig
-84.581757,24.986919,2025-04-12,20250416,40,qcobs_profile_orig
-87.222618,26.169300,2025-04-12,20250416,41,qcobs_profile_orig
-88.298943,25.161551,2025-04-12,20250416,41,qcobs_profile_orig
-87.985023,26.174879,2025-04-12,20250416,41,qcobs_profile_orig
-96.173157,24.758949,2025-04-12,20250416,34,qcobs_profile_orig
-87.758003,27.129459,2025-04-13,20250416,41,qcobs_profile_orig
-91.410179,25.903641,2025-04-13,20250416,41,qcobs_profile_orig
-84.412102,23.633511,2025-04-13,20250416,41,qcobs_profile_orig
-96.182640,23.217449,2025-04-13,20250416,41,qcobs_profile_orig
-87.054619,28.101191,2025-04-13,20250416,41,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250416,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250416,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250416,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250416,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250416,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250416,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250416,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250416,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250416,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250416,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250416,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250416,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250416,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250416,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250416,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250416,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250416,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250416,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250416,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250416,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250416,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250416,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250416,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250416,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250416,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250416,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250416,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250416,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250416,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250416,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250416,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250416,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250416,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250416,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250416,41,qcobs_profile_orig
-89.782867,25.019770,2025-04-19,20250416,41,qcobs_profile_orig
-87.994362,27.045080,2025-04-19,20250416,38,qcobs_profile_orig
-90.681602,25.484400,2025-04-19,20250416,39,qcobs_profile_orig
-92.478882,24.725420,2025-04-20,20250416,41,qcobs_profile_orig
-84.812271,19.069759,2025-04-20,20250416,41,qcobs_profile_orig
-87.758003,27.129459,2025-04-13,20250417,41,qcobs_profile_orig
-91.410179,25.903641,2025-04-13,20250417,41,qcobs_profile_orig
-84.412102,23.633511,2025-04-13,20250417,41,qcobs_profile_orig
-96.182640,23.217449,2025-04-13,20250417,41,qcobs_profile_orig
-87.054619,28.101191,2025-04-13,20250417,41,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250417,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250417,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250417,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250417,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250417,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250417,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250417,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250417,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250417,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250417,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250417,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250417,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250417,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250417,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250417,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250417,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250417,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250417,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250417,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250417,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250417,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250417,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250417,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250417,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250417,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250417,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250417,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250417,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250417,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250417,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250417,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250417,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250417,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250417,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250417,41,qcobs_profile_orig
-89.782867,25.019770,2025-04-19,20250417,41,qcobs_profile_orig
-87.994362,27.045080,2025-04-19,20250417,38,qcobs_profile_orig
-90.681602,25.484400,2025-04-19,20250417,39,qcobs_profile_orig
-92.478882,24.725420,2025-04-20,20250417,41,qcobs_profile_orig
-84.812271,19.069759,2025-04-20,20250417,41,qcobs_profile_orig
-94.635406,19.375780,2025-04-21,20250417,36,qcobs_profile_orig
-89.354050,28.145651,2025-04-21,20250417,31,qcobs_profile_orig
-81.619591,23.384649,2025-04-21,20250417,35,qcobs_profile_orig
-91.361122,27.004499,2025-04-21,20250417,39,qcobs_profile_orig
-80.547348,23.783489,2025-04-21,20250417,30,qcobs_profile_orig
-85.009590,24.818670,2025-04-21,20250417,40,qcobs_profile_orig
-96.016640,20.375879,2025-04-14,20250418,39,qcobs_profile_orig
-95.510017,19.802570,2025-04-14,20250418,41,qcobs_profile_orig
-89.442284,27.700100,2025-04-14,20250418,34,qcobs_profile_orig
-87.024673,26.777100,2025-04-14,20250418,41,qcobs_profile_orig
-87.557877,27.382021,2025-04-14,20250418,41,qcobs_profile_orig
-93.482582,21.040581,2025-04-14,20250418,41,qcobs_profile_orig
-89.666077,25.384159,2025-04-14,20250418,41,qcobs_profile_orig
-87.505608,27.354759,2025-04-14,20250418,38,qcobs_profile_orig
-85.777397,26.589001,2025-04-14,20250418,40,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250418,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250418,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250418,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250418,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250418,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250418,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250418,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250418,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250418,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250418,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250418,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250418,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250418,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250418,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250418,31,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250418,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250418,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250418,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250418,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250418,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250418,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250418,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250418,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250418,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250418,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250418,41,qcobs_profile_orig
-89.782867,25.019770,2025-04-19,20250418,41,qcobs_profile_orig
-87.994362,27.045080,2025-04-19,20250418,38,qcobs_profile_orig
-90.681602,25.484400,2025-04-19,20250418,39,qcobs_profile_orig
-92.478882,24.725420,2025-04-20,20250418,41,qcobs_profile_orig
-84.812271,19.069759,2025-04-20,20250418,41,qcobs_profile_orig
-94.635406,19.375780,2025-04-21,20250418,36,qcobs_profile_orig
-89.354050,28.145651,2025-04-21,20250418,31,qcobs_profile_orig
-81.619591,23.384649,2025-04-21,20250418,35,qcobs_profile_orig
-91.361122,27.004499,2025-04-21,20250418,39,qcobs_profile_orig
-80.547348,23.783489,2025-04-21,20250418,30,qcobs_profile_orig
-85.009590,24.818670,2025-04-21,20250418,40,qcobs_profile_orig
-90.329269,27.108749,2025-04-22,20250418,38,qcobs_profile_orig
-84.172813,23.738350,2025-04-22,20250418,41,qcobs_profile_orig
-85.349289,24.479080,2025-04-22,20250418,40,qcobs_profile_orig
-86.132858,25.943810,2025-04-22,20250418,41,qcobs_profile_orig
-87.283951,25.890640,2025-04-22,20250418,41,qcobs_profile_orig
-96.165840,24.762621,2025-04-22,20250418,34,qcobs_profile_orig
-93.039040,24.605511,2025-04-15,20250419,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250419,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250419,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250419,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250419,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250419,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250419,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250419,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250419,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250419,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250419,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250419,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250419,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250419,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250419,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250419,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250419,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250419,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250419,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250419,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250419,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250419,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250419,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250419,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250419,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250419,41,qcobs_profile_orig
-89.782867,25.019770,2025-04-19,20250419,41,qcobs_profile_orig
-87.994362,27.045080,2025-04-19,20250419,38,qcobs_profile_orig
-90.681602,25.484400,2025-04-19,20250419,39,qcobs_profile_orig
-92.478882,24.725420,2025-04-20,20250419,41,qcobs_profile_orig
-84.812271,19.069759,2025-04-20,20250419,41,qcobs_profile_orig
-94.635406,19.375780,2025-04-21,20250419,36,qcobs_profile_orig
-89.354050,28.145651,2025-04-21,20250419,31,qcobs_profile_orig
-81.619591,23.384649,2025-04-21,20250419,35,qcobs_profile_orig
-91.361122,27.004499,2025-04-21,20250419,39,qcobs_profile_orig
-80.547348,23.783489,2025-04-21,20250419,30,qcobs_profile_orig
-85.009590,24.818670,2025-04-21,20250419,40,qcobs_profile_orig
-90.329269,27.108749,2025-04-22,20250419,38,qcobs_profile_orig
-84.172813,23.738350,2025-04-22,20250419,41,qcobs_profile_orig
-85.349289,24.479080,2025-04-22,20250419,40,qcobs_profile_orig
-86.132858,25.943810,2025-04-22,20250419,41,qcobs_profile_orig
-87.283951,25.890640,2025-04-22,20250419,41,qcobs_profile_orig
-96.165840,24.762621,2025-04-22,20250419,34,qcobs_profile_orig
-88.177467,26.323681,2025-04-23,20250419,41,qcobs_profile_orig
-91.572510,25.908159,2025-04-23,20250419,41,qcobs_profile_orig
-84.379570,23.794090,2025-04-23,20250419,41,qcobs_profile_orig
-96.292679,23.211260,2025-04-23,20250419,41,qcobs_profile_orig
-88.780357,25.226570,2025-04-23,20250419,34,qcobs_profile_orig
-87.020363,28.124010,2025-04-23,20250419,41,qcobs_profile_orig
-94.610901,19.513241,2025-04-16,20250420,38,qcobs_profile_orig
-89.352379,28.148211,2025-04-16,20250420,31,qcobs_profile_orig
-81.613632,23.399010,2025-04-16,20250420,35,qcobs_profile_orig
-84.282829,23.798140,2025-04-16,20250420,41,qcobs_profile_orig
-91.356613,27.004980,2025-04-16,20250420,39,qcobs_profile_orig
-80.552231,23.777510,2025-04-16,20250420,30,qcobs_profile_orig
-84.739929,24.724880,2025-04-16,20250420,40,qcobs_profile_orig
-89.998421,27.225540,2025-04-17,20250420,40,qcobs_profile_orig
-84.780281,24.858971,2025-04-17,20250420,40,qcobs_profile_orig
-86.717850,26.137020,2025-04-17,20250420,41,qcobs_profile_orig
-88.573303,25.125990,2025-04-17,20250420,41,qcobs_profile_orig
-87.760696,26.012461,2025-04-17,20250420,41,qcobs_profile_orig
-96.172157,24.760380,2025-04-17,20250420,34,qcobs_profile_orig
-79.685036,19.686512,2025-04-17,20250420,32,qcobs_profile_orig
-87.859749,26.756620,2025-04-18,20250420,41,qcobs_profile_orig
-91.666252,25.936819,2025-04-18,20250420,41,qcobs_profile_orig
-84.317017,23.712339,2025-04-18,20250420,41,qcobs_profile_orig
-96.298248,23.220350,2025-04-18,20250420,41,qcobs_profile_orig
-87.102211,28.071140,2025-04-18,20250420,41,qcobs_profile_orig
-95.920509,20.637621,2025-04-19,20250420,41,qcobs_profile_orig
-95.828667,20.157320,2025-04-19,20250420,41,qcobs_profile_orig
-89.445961,27.701139,2025-04-19,20250420,34,qcobs_profile_orig
-87.291008,26.957581,2025-04-19,20250420,41,qcobs_profile_orig
-88.032707,27.143610,2025-04-19,20250420,41,qcobs_profile_orig
-93.308891,20.980339,2025-04-19,20250420,41,qcobs_profile_orig
